x,y,z
-136,165,-10.652
-136,164,-9.668
-136,163,-8.7246
-136,162,-7.7812
-136,161,-6.8744
-136,160,-6.2523
-136,159,-5.8129
-136,158,-5.3809
-136,157,-5.0001
-136,156,-5.0001
-136,155,-5.0001
-136,154,-5.0001
-136,153,-4.9758
-136,152,-4.9049
-136,151,-4.834
-136,150,-4.7655
-136,149,-4.712
-136,148,-4.6585
-136,147,-4.605
-136,146,-4.5515
-136,145,-4.498
-136,144,-4.4444
-136,143,-4.3909
-136,142,-4.3374
-136,141,-4.281
-136,140,-4.2222
-136,139,-4.1102
-136,138,-4.0001
-136,137,-4.0001
-136,136,-4.0001
-136,135,-4.0001
-136,134,-3.8626
-136,133,-3.7837
-136,132,-3.722
-136,131,-3.6603
-136,130,-3.5986
-136,129,-3.4032
-136,128,-3.1129
-136,127,-3.0001
-136,126,-3.0001
-136,125,-3.0001
-136,124,-3.0001
-136,123,-3.3377
-136,122,-3.3197
-136,121,-3.123
-136,120,-3.0001
-136,119,-3.0001
-136,118,-3.0001
-136,117,-3.3416
-136,116,-3.3361
-136,115,-3.3306
-136,114,-3.3251
-136,113,-3.3196
-136,112,-3.3141
-136,111,-3.3086
-136,110,-3.3031
-136,109,-3.2976
-136,108,-3.2921
-136,107,-3.2866
-136,106,-3.2811
-136,105,-3.2756
-136,104,-3.2701
-136,103,-3.2646
-136,102,-3.2591
-136,101,-3.2536
-136,100,-3.248
-136,99,-3.2425
-136,98,-3.237
-136,97,-3.2315
-136,96,-3.226
-136,95,-3.1934
-136,94,-3.1606
-136,93,-3.1279
-136,92,-3.0951
-136,91,-3.0629
-136,90,-3.0334
-136,89,-3.004
-136,88,-2.9745
-136,87,-2.9451
-136,86,-2.9156
-136,85,-2.8862
-136,84,-2.8567
-136,83,-2.8272
-136,82,-2.796
-136,81,-2.7648
-136,80,-2.7336
-136,79,-2.7023
-136,78,-2.6711
-136,77,-2.6399
-136,76,-2.6086
-136,75,-2.5774
-136,74,-2.5462
-136,73,-2.515
-136,72,-2.4837
-136,71,-2.4525
-136,70,-2.4213
-136,69,-2.39
-136,68,-2.3588
-136,67,-2.3276
-136,66,-2.2964
-136,65,-2.2651
-136,64,-2.2339
-136,63,-2.2027
-136,62,-2.1714
-136,61,-2.1402
-136,60,-2.109
-136,59,-2.0778
-136,58,-2.0465
-136,57,-2.0153
-136,56,-2.0001
-136,55,-2.0001
-136,54,-2.0001
-136,53,-1.8505
-136,52,-0.94278
-136,51,-0.39996
-136,50,0.14287
-136,49,0.57619
-136,48,0.92253
-136,47,1.0722
-136,46,1.3108
-136,45,1.7179
-136,44,1.8984
-136,43,1.4778
-136,42,0.91602
-136,41,0.45046
-136,40,0.57736
-136,39,0.76023
-136,38,1.3467
-136,37,2.3049
-136,36,2.9999
-136,35,2.9999
-136,34,2.9999
-136,33,2.9999
-136,32,2.9999
-136,31,2.9999
-136,30,2.9999
-136,29,2.9999
-136,28,2.9999
-136,27,2.9999
-136,26,2.9999
-136,25,2.9999
-136,24,2.9999
-136,23,2.9999
-136,22,2.9999
-136,21,2.9999
-136,20,2.9999
-136,19,2.9999
-136,18,2.9999
-136,17,2.9999
-136,16,2.9999
-136,15,2.9999
-136,14,2.9999
-136,13,2.9999
-136,12,2.9999
-136,11,2.1725
-136,10,0.50583
-136,9,-1.1608
-136,8,-2.0001
-136,7,-2.0001
-136,6,-2.0001
-136,5,-2.0001
-136,4,-2.0001
-136,3,-2.0001
-136,2,-2.0001
-136,1,-2.0001
-136,0,-2.0001
-135,200,-31.506
-135,199,-31.163
-135,198,-30.82
-135,197,-30.477
-135,196,-30.135
-135,195,-29.707
-135,194,-29.224
-135,193,-28.741
-135,192,-28.258
-135,191,-27.775
-135,190,-27.292
-135,189,-26.809
-135,188,-26.328
-135,187,-25.849
-135,186,-25.371
-135,185,-24.885
-135,184,-24.373
-135,183,-23.86
-135,182,-23.348
-135,181,-22.835
-135,180,-22.239
-135,179,-21.29
-135,178,-20.342
-135,177,-19.392
-135,176,-18.442
-135,175,-17.572
-135,174,-16.87
-135,173,-16.168
-135,172,-15.466
-135,171,-15
-135,170,-15
-135,169,-14.774
-135,168,-13.777
-135,167,-12.771
-135,166,-11.764
-135,165,-10.758
-135,164,-9.7673
-135,163,-8.8239
-135,162,-7.8805
-135,161,-6.9371
-135,160,-5.9937
-135,159,-5.2915
-135,158,-5.0001
-135,157,-5.0001
-135,156,-5.0001
-135,155,-5.0001
-135,154,-5.0001
-135,153,-4.9395
-135,152,-4.8686
-135,151,-4.7977
-135,150,-4.7268
-135,149,-4.6662
-135,148,-4.6127
-135,147,-4.5592
-135,146,-4.5057
-135,145,-4.4521
-135,144,-4.3986
-135,143,-4.3451
-135,142,-4.2916
-135,141,-4.2381
-135,140,-4.1846
-135,139,-4.1311
-135,138,-4.0767
-135,137,-4.0001
-135,136,-4.0001
-135,135,-3.9355
-135,134,-3.796
-135,133,-3.6566
-135,132,-3.5171
-135,131,-3.451
-135,130,-3.3893
-135,129,-3.2416
-135,128,-3.0001
-135,127,-3.0001
-135,126,-3.0001
-135,125,-3.0001
-135,124,-3.0001
-135,123,-3.1591
-135,122,-3.2425
-135,121,-3.0458
-135,120,-3.0001
-135,119,-3.0001
-135,118,-3.0001
-135,117,-3.2303
-135,116,-3.2248
-135,115,-3.2193
-135,114,-3.2138
-135,113,-3.2083
-135,112,-3.2028
-135,111,-3.1973
-135,110,-3.1918
-135,109,-3.1863
-135,108,-3.1808
-135,107,-3.1753
-135,106,-3.1698
-135,105,-3.1643
-135,104,-3.1588
-135,103,-3.1533
-135,102,-3.1478
-135,101,-3.1423
-135,100,-3.1368
-135,99,-3.1312
-135,98,-3.1257
-135,97,-3.1202
-135,96,-3.1147
-135,95,-3.1092
-135,94,-3.1037
-135,93,-3.0982
-135,92,-3.08
-135,91,-3.0473
-135,90,-3.0145
-135,89,-2.9817
-135,88,-2.949
-135,87,-2.9162
-135,86,-2.8862
-135,85,-2.8567
-135,84,-2.8273
-135,83,-2.7978
-135,82,-2.7683
-135,81,-2.7389
-135,80,-2.7094
-135,79,-2.68
-135,78,-2.6505
-135,77,-2.6206
-135,76,-2.5893
-135,75,-2.5581
-135,74,-2.5269
-135,73,-2.4956
-135,72,-2.4644
-135,71,-2.4332
-135,70,-2.402
-135,69,-2.3707
-135,68,-2.3395
-135,67,-2.3083
-135,66,-2.277
-135,65,-2.2458
-135,64,-2.2146
-135,63,-2.1834
-135,62,-2.1521
-135,61,-2.1209
-135,60,-2.0897
-135,59,-2.0585
-135,58,-2.0272
-135,57,-2.0001
-135,56,-2.0001
-135,55,-2.0001
-135,54,-1.4612
-135,53,-0.12635
-135,52,0.83304
-135,51,1.6288
-135,50,2.2538
-135,49,2.626
-135,48,2.992
-135,47,2.9999
-135,46,2.9999
-135,45,2.9999
-135,44,2.9999
-135,43,2.9999
-135,42,2.9999
-135,41,2.8616
-135,40,2.9885
-135,39,2.9999
-135,38,2.9999
-135,37,2.9999
-135,36,2.9999
-135,35,2.9999
-135,34,2.9999
-135,33,2.9999
-135,32,2.9999
-135,31,2.9999
-135,30,2.9999
-135,29,2.9999
-135,28,2.9999
-135,27,2.9999
-135,26,2.9999
-135,25,2.9999
-135,24,2.9999
-135,23,2.9999
-135,22,2.9999
-135,21,2.9999
-135,20,2.9999
-135,19,2.9999
-135,18,2.9999
-135,17,2.9999
-135,16,2.9999
-135,15,2.9999
-135,14,2.9999
-135,13,2.9999
-135,12,2.9999
-135,11,2.1725
-135,10,0.50583
-135,9,-1.1608
-135,8,-2.0001
-135,7,-2.0001
-135,6,-2.0001
-135,5,-2.0001
-135,4,-2.0001
-135,3,-2.0001
-135,2,-2.0001
-135,1,-2.0001
-135,0,-2.0001
-134,200,-31.714
-134,199,-31.371
-134,198,-31.029
-134,197,-30.686
-134,196,-30.343
-134,195,-30
-134,194,-29.517
-134,193,-29.035
-134,192,-28.552
-134,191,-28.069
-134,190,-27.586
-134,189,-27.108
-134,188,-26.63
-134,187,-26.151
-134,186,-25.673
-134,185,-25.195
-134,184,-24.696
-134,183,-24.184
-134,182,-23.671
-134,181,-22.935
-134,180,-21.987
-134,179,-21.038
-134,178,-20.09
-134,177,-19.14
-134,176,-18.189
-134,175,-17.239
-134,174,-16.446
-134,173,-15.744
-134,172,-15.042
-134,171,-15
-134,170,-14.752
-134,169,-14.188
-134,168,-13.354
-134,167,-12.39
-134,166,-11.426
-134,165,-10.462
-134,164,-9.9515
-134,163,-9.0081
-134,162,-8.0647
-134,161,-7.1213
-134,160,-6.1779
-134,159,-5.3114
-134,158,-5.0001
-134,157,-5.0001
-134,156,-5.0001
-134,155,-5.0001
-134,154,-4.9578
-134,153,-4.9033
-134,152,-4.8324
-134,151,-4.7615
-134,150,-4.6906
-134,149,-4.6204
-134,148,-4.5669
-134,147,-4.5133
-134,146,-4.4598
-134,145,-4.4063
-134,144,-4.3528
-134,143,-4.2993
-134,142,-4.2458
-134,141,-4.1923
-134,140,-4.1388
-134,139,-4.0852
-134,138,-4.0317
-134,137,-4.0001
-134,136,-4.0001
-134,135,-3.8689
-134,134,-3.7295
-134,133,-3.59
-134,132,-3.4505
-134,131,-3.3111
-134,130,-3.18
-134,129,-3.08
-134,128,-3.0001
-134,127,-3.0001
-134,126,-3.0001
-134,125,-3.0001
-134,124,-3.0001
-134,123,-3.0001
-134,122,-3.1653
-134,121,-3.0001
-134,120,-3.0001
-134,119,-3.0001
-134,118,-3.0001
-134,117,-3.119
-134,116,-3.1135
-134,115,-3.108
-134,114,-3.1025
-134,113,-3.097
-134,112,-3.0915
-134,111,-3.086
-134,110,-3.0805
-134,109,-3.075
-134,108,-3.0695
-134,107,-3.064
-134,106,-3.0585
-134,105,-3.053
-134,104,-3.0475
-134,103,-3.042
-134,102,-3.0365
-134,101,-3.031
-134,100,-3.0255
-134,99,-3.02
-134,98,-3.0145
-134,97,-3.0089
-134,96,-3.0034
-134,95,-2.9979
-134,94,-2.9924
-134,93,-2.9869
-134,92,-2.9814
-134,91,-2.9759
-134,90,-2.9704
-134,89,-2.9649
-134,88,-2.9339
-134,87,-2.9011
-134,86,-2.8684
-134,85,-2.8356
-134,84,-2.8029
-134,83,-2.7701
-134,82,-2.7389
-134,81,-2.7094
-134,80,-2.68
-134,79,-2.6505
-134,78,-2.6211
-134,77,-2.5916
-134,76,-2.5622
-134,75,-2.5327
-134,74,-2.5032
-134,73,-2.4738
-134,72,-2.4443
-134,71,-2.4139
-134,70,-2.3827
-134,69,-2.3514
-134,68,-2.3202
-134,67,-2.289
-134,66,-2.2577
-134,65,-2.2265
-134,64,-2.1953
-134,63,-2.1641
-134,62,-2.1328
-134,61,-2.1016
-134,60,-2.0704
-134,59,-2.0391
-134,58,-2.0079
-134,57,-2.0001
-134,56,-2.0001
-134,55,-1.0718
-134,54,0.26297
-134,53,1.5978
-134,52,2.5572
-134,51,2.9999
-134,50,2.9999
-134,49,2.9999
-134,48,2.9999
-134,47,2.9999
-134,46,2.9999
-134,45,2.9999
-134,44,2.9999
-134,43,2.9999
-134,42,2.9999
-134,41,2.9999
-134,40,2.9999
-134,39,2.9999
-134,38,2.9999
-134,37,2.9999
-134,36,2.9999
-134,35,2.9999
-134,34,2.9999
-134,33,2.9999
-134,32,2.9999
-134,31,2.9999
-134,30,2.9999
-134,29,2.9999
-134,28,2.9999
-134,27,2.9999
-134,26,2.9999
-134,25,2.9999
-134,24,2.9999
-134,23,2.9999
-134,22,2.9999
-134,21,2.9999
-134,20,2.9999
-134,19,2.9999
-134,18,2.9999
-134,17,2.9999
-134,16,2.9999
-134,15,2.9999
-134,14,2.9999
-134,13,2.9999
-134,12,2.9999
-134,11,2.1725
-134,10,0.50583
-134,9,-1.1608
-134,8,-2.0001
-134,7,-2.0001
-134,6,-2.0001
-134,5,-2.0001
-134,4,-2.0001
-134,3,-2.0001
-134,2,-2.0001
-134,1,-2.0001
-134,0,-2.0001
-133,200,-31.922
-133,199,-31.58
-133,198,-31.237
-133,197,-30.894
-133,196,-30.551
-133,195,-30.209
-133,194,-29.811
-133,193,-29.328
-133,192,-28.845
-133,191,-28.367
-133,190,-27.889
-133,189,-27.41
-133,188,-26.932
-133,187,-26.453
-133,186,-25.975
-133,185,-25.497
-133,184,-25.018
-133,183,-24.507
-133,182,-23.632
-133,181,-22.683
-133,180,-21.735
-133,179,-20.786
-133,178,-19.838
-133,177,-18.887
-133,176,-17.937
-133,175,-16.986
-133,174,-16.036
-133,173,-15.319
-133,172,-15
-133,171,-14.468
-133,170,-13.717
-133,169,-13.259
-133,168,-12.754
-133,167,-11.79
-133,166,-10.826
-133,165,-10
-133,164,-10
-133,163,-9.2702
-133,162,-8.3268
-133,161,-7.3834
-133,160,-6.5457
-133,159,-5.7503
-133,158,-5.0001
-133,157,-5.0001
-133,156,-5.0001
-133,155,-4.9542
-133,154,-4.8989
-133,153,-4.8436
-133,152,-4.7961
-133,151,-4.7252
-133,150,-4.6543
-133,149,-4.5834
-133,148,-4.521
-133,147,-4.4675
-133,146,-4.414
-133,145,-4.3605
-133,144,-4.307
-133,143,-4.2535
-133,142,-4.2
-133,141,-4.1465
-133,140,-4.0929
-133,139,-4.0394
-133,138,-4.0001
-133,137,-4.0001
-133,136,-3.9418
-133,135,-3.8023
-133,134,-3.6629
-133,133,-3.5234
-133,132,-3.403
-133,131,-3.2949
-133,130,-3.1868
-133,129,-3.1118
-133,128,-3.0001
-133,127,-3.0001
-133,126,-3.0001
-133,125,-3.0001
-133,124,-3.0001
-133,123,-3.0001
-133,122,-3.0881
-133,121,-3.0001
-133,120,-3.0001
-133,119,-3.0001
-133,118,-3.0001
-133,117,-3.0077
-133,116,-3.0022
-133,115,-2.9967
-133,114,-2.9912
-133,113,-2.9857
-133,112,-2.9802
-133,111,-2.9747
-133,110,-2.9692
-133,109,-2.9637
-133,108,-2.9582
-133,107,-2.9527
-133,106,-2.9472
-133,105,-2.9417
-133,104,-2.9362
-133,103,-2.9307
-133,102,-2.9252
-133,101,-2.9197
-133,100,-2.9142
-133,99,-2.9087
-133,98,-2.9032
-133,97,-2.8977
-133,96,-2.8921
-133,95,-2.8866
-133,94,-2.8811
-133,93,-2.8756
-133,92,-2.8701
-133,91,-2.8646
-133,90,-2.8591
-133,89,-2.8536
-133,88,-2.8481
-133,87,-2.8426
-133,86,-2.8371
-133,85,-2.8205
-133,84,-2.7877
-133,83,-2.755
-133,82,-2.7222
-133,81,-2.6895
-133,80,-2.6567
-133,79,-2.624
-133,78,-2.5916
-133,77,-2.5622
-133,76,-2.5327
-133,75,-2.5032
-133,74,-2.4738
-133,73,-2.4443
-133,72,-2.4149
-133,71,-2.3854
-133,70,-2.356
-133,69,-2.3265
-133,68,-2.2971
-133,67,-2.2676
-133,66,-2.2381
-133,65,-2.2072
-133,64,-2.176
-133,63,-2.1447
-133,62,-2.1135
-133,61,-2.0823
-133,60,-2.0511
-133,59,-2.0198
-133,58,-2.0001
-133,57,-1.7065
-133,56,-0.50785
-133,55,0.76376
-133,54,2.0759
-133,53,2.9999
-133,52,2.9999
-133,51,2.9999
-133,50,2.9999
-133,49,2.9999
-133,48,2.9999
-133,47,2.9999
-133,46,2.9999
-133,45,2.9999
-133,44,2.9999
-133,43,2.9999
-133,42,2.9999
-133,41,2.9999
-133,40,2.9999
-133,39,2.9999
-133,38,2.9999
-133,37,2.9999
-133,36,2.9999
-133,35,2.9999
-133,34,2.9999
-133,33,2.9999
-133,32,2.9999
-133,31,2.9999
-133,30,2.9999
-133,29,2.9999
-133,28,2.9999
-133,27,2.9999
-133,26,2.9999
-133,25,2.9999
-133,24,2.9999
-133,23,2.9999
-133,22,2.9999
-133,21,2.9999
-133,20,2.9999
-133,19,2.9999
-133,18,2.9999
-133,17,2.9999
-133,16,2.9999
-133,15,2.9999
-133,14,2.9999
-133,13,2.9999
-133,12,2.9999
-133,11,2.1725
-133,10,0.50583
-133,9,-1.1608
-133,8,-2.0001
-133,7,-2.0001
-133,6,-2.0001
-133,5,-2.0001
-133,4,-2.0001
-133,3,-2.0001
-133,2,-2.0001
-133,1,-2.0001
-133,0,-2.0001
-132,200,-32.131
-132,199,-31.788
-132,198,-31.445
-132,197,-31.103
-132,196,-30.76
-132,195,-30.417
-132,194,-30.074
-132,193,-29.62
-132,192,-29.138
-132,191,-28.656
-132,190,-28.174
-132,189,-27.691
-132,188,-27.209
-132,187,-26.727
-132,186,-26.245
-132,185,-25.762
-132,184,-25.274
-132,183,-24.453
-132,182,-23.38
-132,181,-22.431
-132,180,-21.483
-132,179,-20.534
-132,178,-19.585
-132,177,-18.635
-132,176,-17.684
-132,175,-16.734
-132,174,-15.784
-132,173,-14.934
-132,172,-14.183
-132,171,-13.433
-132,170,-12.682
-132,169,-12.33
-132,168,-12.085
-132,167,-11.19
-132,166,-10.226
-132,165,-10
-132,164,-10
-132,163,-9.5322
-132,162,-8.5888
-132,161,-7.7799
-132,160,-6.9845
-132,159,-6.1891
-132,158,-5.3937
-132,157,-5.0001
-132,156,-4.9507
-132,155,-4.8953
-132,154,-4.84
-132,153,-4.7847
-132,152,-4.7326
-132,151,-4.6889
-132,150,-4.618
-132,149,-4.5471
-132,148,-4.4762
-132,147,-4.4217
-132,146,-4.3682
-132,145,-4.3147
-132,144,-4.2612
-132,143,-4.2077
-132,142,-4.1542
-132,141,-4.1006
-132,140,-4.0471
-132,139,-4.0001
-132,138,-4.0001
-132,137,-4.0001
-132,136,-4.0001
-132,135,-3.9255
-132,134,-3.8174
-132,133,-3.7093
-132,132,-3.6012
-132,131,-3.4931
-132,130,-3.385
-132,129,-3.3738
-132,128,-3.3989
-132,127,-3.0304
-132,126,-3.0001
-132,125,-3.0001
-132,124,-3.0001
-132,123,-3.0001
-132,122,-3.0015
-132,121,-3.0001
-132,120,-3.0001
-132,119,-3.0001
-132,118,-3.0001
-132,117,-2.9965
-132,116,-2.9781
-132,115,-2.9596
-132,114,-2.9412
-132,113,-2.9228
-132,112,-2.9044
-132,111,-2.886
-132,110,-2.8676
-132,109,-2.8524
-132,108,-2.8469
-132,107,-2.8414
-132,106,-2.8359
-132,105,-2.8304
-132,104,-2.8249
-132,103,-2.8194
-132,102,-2.8139
-132,101,-2.8084
-132,100,-2.8029
-132,99,-2.7974
-132,98,-2.7919
-132,97,-2.7864
-132,96,-2.7809
-132,95,-2.7754
-132,94,-2.7698
-132,93,-2.7643
-132,92,-2.7588
-132,91,-2.7533
-132,90,-2.7478
-132,89,-2.7423
-132,88,-2.7368
-132,87,-2.7313
-132,86,-2.7258
-132,85,-2.7203
-132,84,-2.7148
-132,83,-2.7093
-132,82,-2.7038
-132,81,-2.6744
-132,80,-2.6416
-132,79,-2.6089
-132,78,-2.5761
-132,77,-2.5433
-132,76,-2.5106
-132,75,-2.4778
-132,74,-2.4451
-132,73,-2.4149
-132,72,-2.3854
-132,71,-2.356
-132,70,-2.3265
-132,69,-2.2971
-132,68,-2.2676
-132,67,-2.2381
-132,66,-2.2087
-132,65,-2.1792
-132,64,-2.1498
-132,63,-2.1203
-132,62,-2.0909
-132,61,-2.0614
-132,60,-2.0318
-132,59,-2.0005
-132,58,-1.0215
-132,57,0.17708
-132,56,1.3757
-132,55,2.6284
-132,54,2.9999
-132,53,2.9999
-132,52,2.9999
-132,51,2.9999
-132,50,2.9999
-132,49,2.9999
-132,48,2.9999
-132,47,2.9999
-132,46,2.9999
-132,45,2.9999
-132,44,2.9999
-132,43,2.9999
-132,42,2.9999
-132,41,2.9999
-132,40,2.9999
-132,39,2.9999
-132,38,2.9999
-132,37,2.9999
-132,36,2.9999
-132,35,2.9999
-132,34,2.9999
-132,33,2.9999
-132,32,2.9999
-132,31,2.9999
-132,30,2.9999
-132,29,2.9999
-132,28,2.9999
-132,27,2.9999
-132,26,2.9999
-132,25,2.9999
-132,24,2.9999
-132,23,2.9999
-132,22,2.9999
-132,21,2.9999
-132,20,2.9999
-132,19,2.9999
-132,18,2.9999
-132,17,2.9999
-132,16,2.9999
-132,15,2.9999
-132,14,2.9999
-132,13,2.9999
-132,12,2.9999
-132,11,2.1725
-132,10,0.50583
-132,9,-1.1608
-132,8,-2.0001
-132,7,-2.0001
-132,6,-2.0001
-132,5,-2.0001
-132,4,-2.0001
-132,3,-2.0001
-132,2,-2.0001
-132,1,-2.0001
-132,0,-2.0001
-131,200,-32.339
-131,199,-31.997
-131,198,-31.654
-131,197,-31.311
-131,196,-30.968
-131,195,-30.606
-131,194,-30.235
-131,193,-29.823
-131,192,-29.34
-131,191,-28.858
-131,190,-28.376
-131,189,-27.894
-131,188,-27.411
-131,187,-26.929
-131,186,-26.447
-131,185,-25.949
-131,184,-25.398
-131,183,-24.699
-131,182,-23.608
-131,181,-22.517
-131,180,-21.427
-131,179,-20.336
-131,178,-19.263
-131,177,-18.228
-131,176,-17.193
-131,175,-16.158
-131,174,-15.123
-131,173,-14.097
-131,172,-13.148
-131,171,-12.397
-131,170,-11.647
-131,169,-11.402
-131,168,-11.156
-131,167,-10.59
-131,166,-10
-131,165,-10
-131,164,-10
-131,163,-9.8095
-131,162,-8.9674
-131,161,-8.0851
-131,160,-7.2027
-131,159,-6.3204
-131,158,-5.438
-131,157,-4.9603
-131,156,-4.8918
-131,155,-4.8365
-131,154,-4.7811
-131,153,-4.7258
-131,152,-4.6705
-131,151,-4.6237
-131,150,-4.5818
-131,149,-4.5109
-131,148,-4.44
-131,147,-4.3759
-131,146,-4.3224
-131,145,-4.2689
-131,144,-4.2154
-131,143,-4.1619
-131,142,-4.1083
-131,141,-4.0548
-131,140,-4.0013
-131,139,-4.0001
-131,138,-4.0001
-131,137,-4.0001
-131,136,-4.0001
-131,135,-4.0001
-131,134,-4.0001
-131,133,-3.9075
-131,132,-3.7994
-131,131,-3.6913
-131,130,-3.6107
-131,129,-3.6358
-131,128,-3.6609
-131,127,-3.6859
-131,126,-3.2871
-131,125,-3.0571
-131,124,-3.1563
-131,123,-3.2555
-131,122,-3.2555
-131,121,-3.1358
-131,120,-3.0162
-131,119,-3.0001
-131,118,-3.0001
-131,117,-2.9965
-131,116,-2.9781
-131,115,-2.9596
-131,114,-2.9412
-131,113,-2.9228
-131,112,-2.9044
-131,111,-2.886
-131,110,-2.8676
-131,109,-2.8492
-131,108,-2.8307
-131,107,-2.8123
-131,106,-2.7939
-131,105,-2.7755
-131,104,-2.7571
-131,103,-2.7387
-131,102,-2.7202
-131,101,-2.7018
-131,100,-2.6916
-131,99,-2.6861
-131,98,-2.6806
-131,97,-2.6751
-131,96,-2.6696
-131,95,-2.6641
-131,94,-2.6586
-131,93,-2.653
-131,92,-2.6475
-131,91,-2.642
-131,90,-2.6365
-131,89,-2.631
-131,88,-2.6255
-131,87,-2.62
-131,86,-2.6145
-131,85,-2.609
-131,84,-2.6035
-131,83,-2.598
-131,82,-2.5925
-131,81,-2.587
-131,80,-2.5815
-131,79,-2.576
-131,78,-2.561
-131,77,-2.5282
-131,76,-2.4955
-131,75,-2.4627
-131,74,-2.43
-131,73,-2.3972
-131,72,-2.3645
-131,71,-2.3317
-131,70,-2.299
-131,69,-2.2676
-131,68,-2.2381
-131,67,-2.2087
-131,66,-2.1792
-131,65,-2.1498
-131,64,-2.1203
-131,63,-2.0909
-131,62,-2.0614
-131,61,-2.032
-131,60,-2.0025
-131,59,-0.51908
-131,58,0.91738
-131,57,2.1099
-131,56,2.9999
-131,55,2.9999
-131,54,2.9999
-131,53,2.9999
-131,52,2.9999
-131,51,2.9999
-131,50,2.9999
-131,49,2.9999
-131,48,2.9999
-131,47,2.9999
-131,46,2.9999
-131,45,2.9999
-131,44,2.9999
-131,43,2.9999
-131,42,2.9999
-131,41,2.9999
-131,40,2.9999
-131,39,2.9999
-131,38,2.9999
-131,37,2.9999
-131,36,2.9999
-131,35,2.9999
-131,34,2.9999
-131,33,2.9999
-131,32,2.9999
-131,31,2.9999
-131,30,2.9999
-131,29,2.9999
-131,28,2.9999
-131,27,2.9999
-131,26,2.9999
-131,25,2.9999
-131,24,2.9999
-131,23,2.9999
-131,22,2.9999
-131,21,2.9999
-131,20,2.9999
-131,19,2.9999
-131,18,2.9999
-131,17,2.9999
-131,16,2.9999
-131,15,2.9999
-131,14,2.9999
-131,13,2.9999
-131,12,2.9999
-131,11,2.1725
-131,10,0.50583
-131,9,-1.1608
-131,8,-2.0001
-131,7,-2.0001
-131,6,-2.0001
-131,5,-2.0001
-131,4,-2.0001
-131,3,-2.0001
-131,2,-2.0001
-131,1,-2.0001
-131,0,-2.0001
-130,200,-32.548
-130,199,-32.205
-130,198,-31.862
-130,197,-31.503
-130,196,-31.132
-130,195,-30.761
-130,194,-30.39
-130,193,-30.019
-130,192,-29.543
-130,191,-29.06
-130,190,-28.578
-130,189,-28.096
-130,188,-27.614
-130,187,-27.131
-130,186,-26.623
-130,185,-26.072
-130,184,-25.522
-130,183,-24.944
-130,182,-23.853
-130,181,-22.763
-130,180,-21.558
-130,179,-20.043
-130,178,-18.651
-130,177,-17.459
-130,176,-16.424
-130,175,-15.389
-130,174,-14.361
-130,173,-13.336
-130,172,-12.312
-130,171,-11.362
-130,170,-10.718
-130,169,-10.473
-130,168,-10.227
-130,167,-9.9906
-130,166,-9.7378
-130,165,-9.4967
-130,164,-9.2557
-130,163,-9.0078
-130,162,-8.3954
-130,161,-7.6378
-130,160,-6.8802
-130,159,-6.0262
-130,158,-5.1439
-130,157,-4.934
-130,156,-4.8551
-130,155,-4.7776
-130,154,-4.7222
-130,153,-4.6669
-130,152,-4.6116
-130,151,-4.5563
-130,150,-4.5148
-130,149,-4.4746
-130,148,-4.4037
-130,147,-4.3328
-130,146,-4.2766
-130,145,-4.2231
-130,144,-4.1695
-130,143,-4.116
-130,142,-4.0625
-130,141,-4.009
-130,140,-4.0001
-130,139,-4.0001
-130,138,-4.0001
-130,137,-4.0001
-130,136,-4.0001
-130,135,-4.0001
-130,134,-4.0001
-130,133,-4.0001
-130,132,-3.9976
-130,131,-3.8895
-130,130,-3.8727
-130,129,-3.8978
-130,128,-3.9229
-130,127,-3.9479
-130,126,-3.973
-130,125,-3.6009
-130,124,-3.5095
-130,123,-3.6088
-130,122,-3.498
-130,121,-3.3783
-130,120,-3.2314
-130,119,-3.0076
-130,118,-3.0001
-130,117,-2.9965
-130,116,-2.9781
-130,115,-2.9596
-130,114,-2.9412
-130,113,-2.9228
-130,112,-2.9044
-130,111,-2.886
-130,110,-2.8676
-130,109,-2.8492
-130,108,-2.8307
-130,107,-2.8123
-130,106,-2.7939
-130,105,-2.7755
-130,104,-2.7571
-130,103,-2.7387
-130,102,-2.7202
-130,101,-2.7018
-130,100,-2.6834
-130,99,-2.665
-130,98,-2.6466
-130,97,-2.6282
-130,96,-2.6097
-130,95,-2.5913
-130,94,-2.5729
-130,93,-2.5545
-130,92,-2.5363
-130,91,-2.5307
-130,90,-2.5252
-130,89,-2.5197
-130,88,-2.5142
-130,87,-2.5087
-130,86,-2.5032
-130,85,-2.4977
-130,84,-2.4922
-130,83,-2.4867
-130,82,-2.4812
-130,81,-2.4757
-130,80,-2.4702
-130,79,-2.4647
-130,78,-2.4592
-130,77,-2.4537
-130,76,-2.4482
-130,75,-2.4427
-130,74,-2.4149
-130,73,-2.3821
-130,72,-2.3493
-130,71,-2.3166
-130,70,-2.2838
-130,69,-2.2511
-130,68,-2.2183
-130,67,-2.1856
-130,66,-2.1528
-130,65,-2.1203
-130,64,-2.0909
-130,63,-2.0614
-130,62,-2.032
-130,61,-2.0025
-130,60,-0.51908
-130,59,1.0938
-130,58,2.6933
-130,57,2.9999
-130,56,2.9999
-130,55,2.9999
-130,54,2.9999
-130,53,2.9999
-130,52,2.9999
-130,51,2.9999
-130,50,2.9999
-130,49,2.9999
-130,48,2.9999
-130,47,2.9999
-130,46,2.9999
-130,45,2.9999
